BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
marie claire,solid polyester sweetheart neck womens top,Size:X-Small,1499.0,674.0,55.0,top,wine,"['solid', 'polyester', 'sweetheart', 'neck', 'womens', 'top']"
dolce crudo,boot cut regular denim womens jeans,"Size:26,28,30,32,34",4149.0,1244.0,70.0,jeans,blue,"['boot', 'cut', 'regular', 'denim', 'womens', 'jeans']"
dolce crudo,womens truly madly rebel colour-block sweatshirt,"Size:Large,Medium,Small",2299.0,1034.0,55.0,truly madly rebel colour-block sweatshirt,multi,"['womens', 'truly', 'madly', 'rebel', 'colour-block', 'sweatshirt']"
latin quarters,solid v-neck blended womens regular fit dress,"Size:S,M,L,X-Small",2499.0,1749.0,30.0,regular fit dress,black,"['solid', 'v-neck', 'blended', 'womens', 'regular', 'fit', 'dress']"
is.u,floral cotton round neck womens tiered top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2190.0,1095.0,50.0,tiered top,white,"['floral', 'cotton', 'round', 'neck', 'womens', 'tiered', 'top']"
and,self design v-neck viscose womens fit & flare dress,"Size:8,10",2699.0,1349.0,50.0,fit & flare dress,navy,"['self', 'design', 'v-neck', 'viscose', 'womens', 'fit', '&', 'flare', 'dress']"
enamor,cotton blend womens active wear track pants,"Size:XL,Large,Medium,Small,XX-Large",1699.0,1189.0,30.0,active wear track pants,ivory,"['cotton', 'blend', 'womens', 'active', 'wear', 'track', 'pants']"
faballey,aztec cotton blend regular fit womens jogger pants,"Size:Medium,Small,X-Small",1600.0,800.0,50.0,jogger pants,green,"['aztec', 'cotton', 'blend', 'regular', 'fit', 'womens', 'jogger', 'pants']"
dolce crudo,womens regular fit jumping jet denim pant white,"Size:26,28,30,32,34",2549.0,1019.0,60.0,regular fit jumping jet denim pant white,white,"['womens', 'regular', 'fit', 'jumping', 'jet', 'denim', 'pant', 'white']"
dolce crudo,womens regular fit can't have just one zipper high waist denim pant light blue,"Size:26,28,30,32,34",2499.0,1249.0,50.0,regular fit can't have just one zipper high waist denim pant light blue,light blue,"['womens', 'regular', 'fit', ""can't"", 'one', 'zipper', 'high', 'waist', 'denim', 'pant', 'light', 'blue']"
vero moda,mid wash cotton relaxed fit womens jeans,"Size:26,27,28,29,30,31,32,33,34",3999.0,3199.0,20.0,jeans,blue,"['mid', 'wash', 'cotton', 'relaxed', 'fit', 'womens', 'jeans']"
and,solid square neck linen womens casual dress,Size:14,2699.0,1349.0,50.0,casual dress,blue,"['solid', 'square', 'neck', 'linen', 'womens', 'casual', 'dress']"
magre,solid velvet square neck womens dress,"Size:Medium,Small,X-Small",3690.0,1660.0,55.0,dress,green,"['solid', 'velvet', 'square', 'neck', 'womens', 'dress']"
pepe,colour block cotton single jersey crew neck womens t-shirt,"Size:Large,Medium,Small,X-Large",1499.0,899.0,40.0,t-shirt,white,"['colour', 'block', 'cotton', 'single', 'jersey', 'crew', 'neck', 'womens', 't-shirt']"
lovegen,womens perforated mini skirt,Size:Small,1399.0,559.0,60.0,perforated mini skirt,peach,"['womens', 'perforated', 'mini', 'skirt']"
and,floral square neck womens fit & flare top,Size:14,1799.0,899.0,50.0,fit & flare top,multi,"['floral', 'square', 'neck', 'womens', 'fit', '&', 'flare', 'top']"
indya,embellished georgette v neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1400.0,700.0,50.0,regular top,green,"['embellished', 'georgette', 'v', 'neck', 'womens', 'regular', 'top']"
vero moda,solid cotton off shoulder womens top,"Size:Large,Medium,Small,X-Small",2299.0,1839.0,20.0,top,green,"['solid', 'cotton', 'shoulder', 'womens', 'top']"
faballey,solid crepe square neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1950.0,1560.0,20.0,top,blue,"['solid', 'crepe', 'square', 'neck', 'womens', 'top']"
lovegen,womens round neck solid top,Size:X-Small,1399.0,419.0,70.0,round neck solid top,olive,"['womens', 'round', 'neck', 'solid', 'top']"
vero moda,printed cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1609.0,30.0,t-shirt,blue,"['printed', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
and,solid cotton round neck womens regular dress,"Size:14,16,18",2499.0,2249.0,10.0,regular dress,pink mix,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 'dress']"
is.u,womens navy puff sleeve shirt dress,"Size:Large,Medium,Small,X-Small",2490.0,1245.0,50.0,navy puff sleeve shirt dress,navy,"['womens', 'navy', 'puff', 'sleeve', 'shirt', 'dress']"
samshek,solid v neck polyester womens bodycon dress,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2980.0,2086.0,30.0,bodycon dress,green,"['solid', 'v', 'neck', 'polyester', 'womens', 'bodycon', 'dress']"
samshek,printed polyester off shoulder womens regular top,Size:XX-Small,1990.0,1592.0,20.0,regular top,black,"['printed', 'polyester', 'shoulder', 'womens', 'regular', 'top']"
vero moda,solid flared polyester womens casual wear pants,"Size:Large,Medium,Small,X-Large,X-Small",3499.0,2099.0,40.0,casual wear pants,blue,"['solid', 'flared', 'polyester', 'womens', 'casual', 'wear', 'pants']"
vero moda,solid lyocell relaxed fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",2999.0,2399.0,20.0,pants,mid blue,"['solid', 'lyocell', 'relaxed', 'fit', 'womens', 'pants']"
kraus,skinny ankle length cotton blend womens jeans,"Size:28,30,32,34,36,38",1795.0,1615.0,10.0,jeans,black,"['skinny', 'ankle', 'length', 'cotton', 'blend', 'womens', 'jeans']"
madame,printed chiffon round neck womens casual top,"Size:Large,Medium,X-Large,XX-Large",1599.0,799.0,50.0,casual top,pink,"['printed', 'chiffon', 'round', 'neck', 'womens', 'casual', 'top']"
dolce crudo,womens creativity takes courage twill jeggings,"Size:26,28",2299.0,919.0,60.0,creativity takes courage twill jeggings,blue,"['womens', 'creativity', 'takes', 'courage', 'twill', 'jeggings']"
and,floral square neck viscose womens casual dress,Size:8,1799.0,899.0,50.0,casual dress,pink,"['floral', 'square', 'neck', 'viscose', 'womens', 'casual', 'dress']"
zink london,textured cotton u neck womens top,"Size:Large,Medium,X-Large",1499.0,899.0,40.0,top,white,"['textured', 'cotton', 'u', 'neck', 'womens', 'top']"
crimsoune club,solid slim poly cotton womens casual wear track pants,"Size:Large,Medium,Small,X-Large,XX-Large",1299.0,909.0,30.0,casual wear track pants,red,"['solid', 'slim', 'poly', 'cotton', 'womens', 'casual', 'wear', 'track', 'pants']"
gipsy,womens round neck solid top,"Size:Medium,Small,X-Large",1595.0,797.0,50.0,round neck solid top,brick,"['womens', 'round', 'neck', 'solid', 'top']"
global desi,womens viscose rayon trousers,"Size:Medium,Small,X-Small",1699.0,1019.0,40.0,viscose rayon trousers,black,"['womens', 'viscose', 'rayon', 'trousers']"
sera,printed polyester v-neck womens regular fit top,Size:X-Large,1294.0,582.0,55.0,regular fit top,red,"['printed', 'polyester', 'v-neck', 'womens', 'regular', 'fit', 'top']"
spykar,regular fit regular cotton lycra womens jeans,"Size:26,28,30,32,34,36",2499.0,1749.0,30.0,jeans,dark blue,"['regular', 'fit', 'regular', 'cotton', 'lycra', 'womens', 'jeans']"
only,solid cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1079.0,40.0,t-shirt,green,"['solid', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
pepe,graphic cotton blend regular fit womens shorts,"Size:Large,Medium,Small,X-Large",1599.0,959.0,40.0,shorts,light brown,"['graphic', 'cotton', 'blend', 'regular', 'fit', 'womens', 'shorts']"
latin quarters,solid polyester stretch round neck womens regular top,Size:S,1299.0,649.0,50.0,regular top,grey,"['solid', 'polyester', 'stretch', 'round', 'neck', 'womens', 'regular', 'top']"
spykar,checks viscose blend spread collar womens casual wear shirt,"Size:Large,Medium,Small,X-Large",1999.0,1399.0,30.0,casual wear shirt,peach,"['checks', 'viscose', 'blend', 'spread', 'collar', 'womens', 'casual', 'wear', 'shirt']"
pepe,printed rayon round neck womens casual shirt,"Size:Large,Medium,Small,X-Large",2799.0,1679.0,40.0,casual shirt,red,"['printed', 'rayon', 'round', 'neck', 'womens', 'casual', 'shirt']"
crimsoune club,colour block lyocell round neck womens top,"Size:Large,Medium,Small,X-Large,XX-Large",1299.0,909.0,30.0,top,black,"['colour', 'block', 'lyocell', 'round', 'neck', 'womens', 'top']"
samshek,solid slim fit synthetic leather womens party wear pants,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2855.0,2284.0,20.0,party wear pants,black,"['solid', 'slim', 'fit', 'synthetic', 'leather', 'womens', 'party', 'wear', 'pants']"
zink london,womens notched neck embroidered top,Size:XX-Large,1399.0,499.0,64.0,notched neck embroidered top,blue,"['womens', 'notched', 'neck', 'embroidered', 'top']"
sera,floral half sleeves rayon blend womens regular jumpsuits,"Size:Large,Medium,Small,X-Large",2998.0,1349.0,55.0,regular jumpsuits,brown,"['floral', 'half', 'sleeves', 'rayon', 'blend', 'womens', 'regular', 'jumpsuits']"
and,solid polyester round neck womens regular top,"Size:8,10,14",2499.0,1249.0,50.0,regular top,mint,"['solid', 'polyester', 'round', 'neck', 'womens', 'regular', 'top']"
global desi,floral half sleeves viscose womens regular length jumpsuit,"Size:XL,Large,Medium,Small,X-Small",4099.0,3279.0,20.0,regular length jumpsuit,pink mix,"['floral', 'half', 'sleeves', 'viscose', 'womens', 'regular', 'length', 'jumpsuit']"
life,solid round neck cotton blend womens sweatshirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,sweatshirt,white,"['solid', 'round', 'neck', 'cotton', 'blend', 'womens', 'sweatshirt']"
is.u,womens excessive confidence white crew neck crop t-shirt,"Size:Large,Medium,X-Large",890.0,445.0,50.0,excessive confidence white crew neck crop t-shirt,white,"['womens', 'excessive', 'confidence', 'white', 'crew', 'neck', 'crop', 't-shirt']"
vero moda,textured cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1749.0,30.0,t-shirt,pink,"['textured', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
only,textured polyester square neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1379.0,40.0,top,yellow,"['textured', 'polyester', 'square', 'neck', 'womens', 'top']"
spykar,regular fit regular cotton lycra womens jeans,"Size:26,28,30,32,34,36",2499.0,1749.0,30.0,jeans,black,"['regular', 'fit', 'regular', 'cotton', 'lycra', 'womens', 'jeans']"
crimsoune club,womens super skinny fit solid jeans,Size:34,1999.0,799.0,60.0,super skinny fit solid jeans,blue,"['womens', 'super', 'skinny', 'fit', 'solid', 'jeans']"
crimsoune club,stripes collared lyocell womens jumpsuits,"Size:Large,Medium,Small,X-Large",2199.0,1539.0,30.0,jumpsuits,red,"['stripes', 'collared', 'lyocell', 'womens', 'jumpsuits']"
cover story,solid polyester round neck womens sweater,Size:Small,2490.0,1743.0,30.0,sweater,pink,"['solid', 'polyester', 'round', 'neck', 'womens', 'sweater']"
enamor,cotton blend fleece womens active wear track pants,"Size:XL,Large,Medium,Small,XX-Large",1599.0,1119.0,30.0,active wear track pants,crystal,"['cotton', 'blend', 'fleece', 'womens', 'active', 'wear', 'track', 'pants']"
faballey,solid cotton round neck womens sweatshirt,"Size:Large,Small,X-Large,X-Small",1700.0,850.0,50.0,sweatshirt,blue,"['solid', 'cotton', 'round', 'neck', 'womens', 'sweatshirt']"
janasya,solid round neck cotton flex regular fit womens night suit,"Size:Medium,X-Small,XX-Large,XXX-Large",1799.0,899.0,50.0,night suit,maroon,"['solid', 'round', 'neck', 'cotton', 'flex', 'regular', 'fit', 'womens', 'night', 'suit']"
faballey,polka dots off shoulder crepe womens midi dress,"Size:Large,Medium,Small,X-Large,X-Small",2400.0,1920.0,20.0,midi dress,red,"['polka', 'dots', 'shoulder', 'crepe', 'womens', 'midi', 'dress']"
kraus,solid cotton collar neck womens casual wear jackets,"Size:Large,Medium,Small,X-Large",2295.0,1147.0,50.0,casual wear jackets,olive,"['solid', 'cotton', 'collar', 'neck', 'womens', 'casual', 'wear', 'jackets']"
adidas,printed polyester fitted womens casual tights,"Size:Large,Medium,Small,X-Large,X-Small",2799.0,1959.0,30.0,casual tights,blue,"['printed', 'polyester', 'fitted', 'womens', 'casual', 'tights']"
dolce crudo,womens too close to win jacket,"Size:Large,Medium,Small,X-Small",2399.0,1199.0,50.0,too close to win jacket,black,"['womens', 'close', 'win', 'jacket']"
samshek,printed square neck satin womens regular dress,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2490.0,1992.0,20.0,regular dress,multi,"['printed', 'square', 'neck', 'satin', 'womens', 'regular', 'dress']"
gipsy,checks collared neck polyester womens front open dress,Size:X-Large,2495.0,998.0,60.0,front open dress,lemon,"['checks', 'collared', 'neck', 'polyester', 'womens', 'front', 'open', 'dress']"
proline,polyester regular fit womens leggings,"Size:Large,Medium,Small,X-Large",1499.0,1049.0,30.0,leggings,black,"['polyester', 'regular', 'fit', 'womens', 'leggings']"
life,stripes cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",499.0,249.0,50.0,regular t-shirt,coral,"['stripes', 'cotton', 'round', 'neck', 'womens', 'regular', 't-shirt']"
samshek,solid cotton round neck womens regular top,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1649.0,1319.0,20.0,regular top,white,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 'top']"
kraus,solid comfort cotton womens casual wear trousers,"Size:28,30",1595.0,1116.0,30.0,casual wear trousers,black,"['solid', 'comfort', 'cotton', 'womens', 'casual', 'wear', 'trousers']"
latin quarters,dyed round neck polyester womens regular dress,Size:S,2699.0,1349.0,50.0,regular dress,black,"['dyed', 'round', 'neck', 'polyester', 'womens', 'regular', 'dress']"
indya,floral print short sleeves viscose womens regular length jumpsuit,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3450.0,1725.0,50.0,regular length jumpsuit,white,"['floral', 'print', 'short', 'sleeves', 'viscose', 'womens', 'regular', 'length', 'jumpsuit']"
and,floral polyester v neck womens a line top,Size:8,2099.0,1364.0,35.0,a line top,teal,"['floral', 'polyester', 'v', 'neck', 'womens', 'line', 'top']"
pepe,denim tencel denim round neck womens top,"Size:Large,Medium,Small,X-Large",2199.0,1319.0,40.0,top,light blue,"['denim', 'tencel', 'denim', 'round', 'neck', 'womens', 'top']"
zink london,regular fit regular polyester womens casual skirt,"Size:Large,Medium,Small,X-Large",1999.0,1199.0,40.0,casual skirt,pink,"['regular', 'fit', 'regular', 'polyester', 'womens', 'casual', 'skirt']"
adidas,solid polyester round neck womens t-shirt,"Size:Large,Medium,Small,X-Large",1799.0,1259.0,30.0,t-shirt,black,"['solid', 'polyester', 'round', 'neck', 'womens', 't-shirt']"
life,skinny fit ankle length cotton lycra womens tights,"Size:28,30,32,34,36",999.0,499.0,50.0,tights,black,"['skinny', 'fit', 'ankle', 'length', 'cotton', 'lycra', 'womens', 'tights']"
faballey,floral georgette high neck womens shift dress,"Size:Large,Medium,Small,X-Small",2100.0,1050.0,50.0,shift dress,pink,"['floral', 'georgette', 'high', 'neck', 'womens', 'shift', 'dress']"
sera,printed v-neck viscose rayon womens fit and flare dress,"Size:Large,Medium,Small",1494.0,747.0,50.0,fit and flare dress,orange,"['printed', 'v-neck', 'viscose', 'rayon', 'womens', 'fit', 'flare', 'dress']"
sera,womens regular fit printed round neck fit and flare dress,"Size:Medium,Small,X-Large",1394.0,697.0,50.0,regular fit printed round neck fit and flare dress,black,"['womens', 'regular', 'fit', 'printed', 'round', 'neck', 'fit', 'flare', 'dress']"
global desi,floral viscose rayon choker neck womens straight tunic,"Size:XL,Large,Medium,Small,X-Small",1799.0,899.0,50.0,straight tunic,black,"['floral', 'viscose', 'rayon', 'choker', 'neck', 'womens', 'straight', 'tunic']"
faballey,solid crepe round neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1300.0,1040.0,20.0,regular top,pink,"['solid', 'crepe', 'round', 'neck', 'womens', 'regular', 'top']"
and,womens sheath fit 5 pocket assorted capris,Size:26,2299.0,1149.0,50.0,sheath fit 5 pocket assorted capris,dark blue,"['womens', 'sheath', 'fit', '5', 'pocket', 'assorted', 'capris']"
is.u,womens beige slip-on pleated trousers,"Size:Large,Medium,Small,X-Large",2490.0,871.0,65.0,beige slip-on pleated trousers,natural,"['womens', 'beige', 'slip-on', 'pleated', 'trousers']"
vero moda,printed cotton round neck womens  t-shirts,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,1049.0,30.0,t-shirts,white,"['printed', 'cotton', 'round', 'neck', 'womens', 't-shirts']"
crimsoune club,womens brown printed top,"Size:Large,Medium,X-Large,XX-Large",1599.0,1119.0,30.0,brown printed top,brown,"['womens', 'brown', 'printed', 'top']"
faballey,womens navy pearl embellished scallop top,"Size:Small,X-Small",1700.0,850.0,50.0,navy pearl embellished scallop top,green,"['womens', 'navy', 'pearl', 'embellished', 'scallop', 'top']"
only,solid nylon front open womens coat,Size:Large,4499.0,2249.0,50.0,coat,pink,"['solid', 'nylon', 'front', 'open', 'womens', 'coat']"
life,womens tencel solid joggers,"Size:26,28,30,32,34",1499.0,749.0,50.0,tencel solid joggers,navy,"['womens', 'tencel', 'solid', 'joggers']"
global desi,geometric viscose keyhole neck womens straight tunic,"Size:Large,Small,X-Small",1499.0,899.0,40.0,straight tunic,blue,"['geometric', 'viscose', 'keyhole', 'neck', 'womens', 'straight', 'tunic']"
and,floral v-neck cotton womens casual dress,"Size:8,10,16",2899.0,2029.0,30.0,casual dress,multi,"['floral', 'v-neck', 'cotton', 'womens', 'casual', 'dress']"
and,womens floral round neck a-line top,Size:10,1799.0,899.0,50.0,floral round neck a-line top,orange mix,"['womens', 'floral', 'round', 'neck', 'a-line', 'top']"
vero moda,printed modal round neck womens  t-shirts,"Size:Large,Medium,Small,X-Large,X-Small",999.0,699.0,30.0,t-shirts,white,"['printed', 'modal', 'round', 'neck', 'womens', 't-shirts']"
latin quarters,dyed polyester round neck womens casual jacket,"Size:S,M,XL",3999.0,2799.0,30.0,casual jacket,maroon,"['dyed', 'polyester', 'round', 'neck', 'womens', 'casual', 'jacket']"
latin quarters,solid cotton stretch collar neck womens casual jacket,"Size:S,M,L,XL",3299.0,2309.0,30.0,casual jacket,navy,"['solid', 'cotton', 'stretch', 'collar', 'neck', 'womens', 'casual', 'jacket']"
latin quarters,solid acrylic high neck womens sweater,"Size:S,L",2399.0,1199.0,50.0,sweater,natural,"['solid', 'acrylic', 'high', 'neck', 'womens', 'sweater']"
latin quarters,solid v- neck denim womens regular dress,Size:S,2499.0,1249.0,50.0,regular dress,blue,"['solid', 'v-', 'neck', 'denim', 'womens', 'regular', 'dress']"
adidas,stripes polyester crew neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1609.0,30.0,t-shirt,mauve,"['stripes', 'polyester', 'crew', 'neck', 'womens', 't-shirt']"
zink london,printed cotton womens shift dress,"Size:Large,Medium",2399.0,959.0,60.0,shift dress,green,"['printed', 'cotton', 'womens', 'shift', 'dress']"
latin quarters,dyed v-neck acrylic womens regular top,"Size:S,M,L,XL",2399.0,1679.0,30.0,regular top,mustard,"['dyed', 'v-neck', 'acrylic', 'womens', 'regular', 'top']"
zink london,printed polyester round neck womens dress,"Size:Large,Medium,Small,X-Large",2199.0,1319.0,40.0,dress,off white,"['printed', 'polyester', 'round', 'neck', 'womens', 'dress']"
latin quarters,solid nylon stretch regular fit womens leggings,"Size:S,M,L,XL",1499.0,749.0,50.0,leggings,maroon,"['solid', 'nylon', 'stretch', 'regular', 'fit', 'womens', 'leggings']"
zink london,printed polyester square neck womens regular top,"Size:Large,X-Large",1499.0,599.0,60.0,regular top,brown,"['printed', 'polyester', 'square', 'neck', 'womens', 'regular', 'top']"
marie claire,half sleeves regular fit womens casual dress,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1149.0,50.0,casual dress,sky blue,"['half', 'sleeves', 'regular', 'fit', 'womens', 'casual', 'dress']"
marie claire,solid regular fit linen womens casual pants,Size:30,1990.0,1194.0,40.0,casual pants,blue,"['solid', 'regular', 'fit', 'linen', 'womens', 'casual', 'pants']"
madame,solid cotton round neck womens top,"Size:Large,Medium,Small,X-Large",1299.0,909.0,30.0,top,pink,"['solid', 'cotton', 'round', 'neck', 'womens', 'top']"
rare,printed polyester v-neck womens regular fit top,Size:Large,1499.0,674.0,55.0,regular fit top,peach,"['printed', 'polyester', 'v-neck', 'womens', 'regular', 'fit', 'top']"
kraus,solid tencel tie up neck womens regular top,"Size:Medium,Small",1299.0,909.0,30.0,regular top,light blue,"['solid', 'tencel', 'tie', 'neck', 'womens', 'regular', 'top']"
allen solly,solid hood polyester womens sheath dress,Size:Large,2499.0,1499.0,40.0,sheath dress,pink,"['solid', 'hood', 'polyester', 'womens', 'sheath', 'dress']"
pepe,graphic cotton blend crew neck womens t-shirt,"Size:Medium,Small",1299.0,779.0,40.0,t-shirt,ecru,"['graphic', 'cotton', 'blend', 'crew', 'neck', 'womens', 't-shirt']"
faballey,embroidered crepe off shoulder womens midi dress,"Size:Small,X-Small",2200.0,1100.0,50.0,midi dress,blue,"['embroidered', 'crepe', 'shoulder', 'womens', 'midi', 'dress']"
kraus,skinny fit ankle length cotton blend womens jeans,Size:28,1795.0,897.0,50.0,jeans,blue,"['skinny', 'fit', 'ankle', 'length', 'cotton', 'blend', 'womens', 'jeans']"
is.u,solid skinny fit polyester womens track pants,Size:38,1690.0,507.0,70.0,track pants,black,"['solid', 'skinny', 'fit', 'polyester', 'womens', 'track', 'pants']"
janasya,cotton womens western dresses with pocket,"Size:Small,X-Large",1898.0,1043.0,45.0,western dresses with pocket,black,"['cotton', 'womens', 'western', 'dresses', 'pocket']"
and,womens regular fit stripes skirt,"Size:26,28",2199.0,1099.0,50.0,regular fit stripes skirt,red mix,"['womens', 'regular', 'fit', 'stripes', 'skirt']"
global desi,womens regular fit geometric trousers,"Size:Small,X-Small",1299.0,519.0,60.0,regular fit geometric trousers,mustard,"['womens', 'regular', 'fit', 'geometric', 'trousers']"
zink london,solid polyester regular fit womens top,Size:Small,1599.0,499.0,69.0,top,blue,"['solid', 'polyester', 'regular', 'fit', 'womens', 'top']"
crimsoune club,womens slim fit printed shirt,"Size:Large,Medium,Small",1499.0,899.0,40.0,slim fit printed shirt,black,"['womens', 'slim', 'fit', 'printed', 'shirt']"
faballey,floral georgette square neck womens maxi dress,Size:Small,2600.0,1300.0,50.0,maxi dress,green,"['floral', 'georgette', 'square', 'neck', 'womens', 'maxi', 'dress']"
kraus,embroidered polyester round neck womens regular fit top,Size:Medium,1299.0,649.0,50.0,regular fit top,peach,"['embroidered', 'polyester', 'round', 'neck', 'womens', 'regular', 'fit', 'top']"
zink london,embellished round neck acrylic womens straight fit dress,"Size:Small,X-Large",3499.0,1399.0,60.0,straight fit dress,maroon,"['embellished', 'round', 'neck', 'acrylic', 'womens', 'straight', 'fit', 'dress']"
and,womens regular fit solid tunic,Size:8,2799.0,1399.0,50.0,regular fit solid tunic,aqua,"['womens', 'regular', 'fit', 'solid', 'tunic']"
allen solly,printed viscose regular neck womens dress,"Size:Large,Medium,Small",1999.0,1499.0,25.0,dress,yellow,"['printed', 'viscose', 'regular', 'neck', 'womens', 'dress']"
lovegen,embellished cotton stretch round neck womens t-shirt,"Size:Large,X-Large",999.0,399.0,60.0,t-shirt,white,"['embellished', 'cotton', 'stretch', 'round', 'neck', 'womens', 't-shirt']"
zink london,womens printed square neck bodycon dress,"Size:Large,X-Large",2199.0,999.0,55.0,printed square neck bodycon dress,red,"['womens', 'printed', 'square', 'neck', 'bodycon', 'dress']"
109f,womens round neck textured top,Size:XX-Large,999.0,399.0,60.0,round neck textured top,green,"['womens', 'round', 'neck', 'textured', 'top']"
and,womens stripes sheath pants,Size:26,1999.0,999.0,50.0,stripes sheath pants,teal,"['womens', 'stripes', 'sheath', 'pants']"
magre,solid denim square neck womens top,"Size:Large,Medium",1590.0,715.0,55.0,top,light blue,"['solid', 'denim', 'square', 'neck', 'womens', 'top']"
and,polka dots v-neck viscose womens fit and flare dress,Size:16,2499.0,1749.0,30.0,fit and flare dress,blue mix light,"['polka', 'dots', 'v-neck', 'viscose', 'womens', 'fit', 'flare', 'dress']"
sera,solid round neck polyester womens top,Size:X-Large,1298.0,584.0,55.0,top,orange,"['solid', 'round', 'neck', 'polyester', 'womens', 'top']"
zink london,printed rayon womens regular top,"Size:Small,X-Small",1599.0,639.0,60.0,regular top,green,"['printed', 'rayon', 'womens', 'regular', 'top']"
lovegen,womens 5 pocket rinse wash jeans,Size:XX-Large,1040.0,728.0,30.0,5 pocket rinse wash jeans,dark blue,"['womens', '5', 'pocket', 'rinse', 'wash', 'jeans']"
global desi,womens straight fit printed geometric casual wear trousers,"Size:XL,Large,Small",1499.0,899.0,40.0,straight fit printed geometric casual wear trousers,white,"['womens', 'straight', 'fit', 'printed', 'geometric', 'casual', 'wear', 'trousers']"
global desi,womens regular fit floral gown,"Size:Medium,Small",3999.0,1599.0,60.0,regular fit floral gown,off white,"['womens', 'regular', 'fit', 'floral', 'gown']"
rare,printed viscose rayon mandarin collar womens regular fit top,Size:Small,1390.0,625.0,55.0,regular fit top,navy,"['printed', 'viscose', 'rayon', 'mandarin', 'collar', 'womens', 'regular', 'fit', 'top']"
magre,solid satin cowl neck womens top,"Size:Large,Medium,Small,X-Small",1390.0,764.0,45.0,top,blue,"['solid', 'satin', 'cowl', 'neck', 'womens', 'top']"
stop,textured round neck acrylic womens sweater,"Size:Large,Medium,Small,X-Large,XX-Large",1999.0,999.0,50.0,sweater,red,"['textured', 'round', 'neck', 'acrylic', 'womens', 'sweater']"
samshek,solid georgette collar neck womens party wear shirt,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2090.0,1881.0,10.0,party wear shirt,black,"['solid', 'georgette', 'collar', 'neck', 'womens', 'party', 'wear', 'shirt']"
pepe,fit regular length denim womens jeans,"Size:26,28,30,32,34",2199.0,1319.0,40.0,jeans,mid blue,"['fit', 'regular', 'length', 'denim', 'womens', 'jeans']"
109f,womens collared stripe top,"Size:Large,Medium,Small,X-Small",1199.0,479.0,60.0,collared stripe top,black,"['womens', 'collared', 'stripe', 'top']"
life,printed polyester lycra round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",999.0,499.0,50.0,regular t-shirt,pink,"['printed', 'polyester', 'lycra', 'round', 'neck', 'womens', 'regular', 't-shirt']"
faballey,womens powder blue floral belted maxi dress,"Size:Small,X-Small",2400.0,1200.0,50.0,powder blue floral belted maxi dress,blue,"['womens', 'powder', 'blue', 'floral', 'belted', 'maxi', 'dress']"
zink london,printed cotton round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1899.0,1139.0,40.0,dress,peach,"['printed', 'cotton', 'round', 'neck', 'womens', 'dress']"
imara,solid polyester round neck womens t-shirt,"Size:Large,Medium,Small,X-Small",1599.0,1119.0,30.0,t-shirt,pink,"['solid', 'polyester', 'round', 'neck', 'womens', 't-shirt']"
vero moda,stripes viscose blended off shoulder womens top,"Size:Large,Medium,Small,X-Large,X-Small",1999.0,1199.0,40.0,top,yellow,"['stripes', 'viscose', 'blended', 'shoulder', 'womens', 'top']"
faballey,stripes satin collar neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1400.0,1120.0,20.0,top,natural,"['stripes', 'satin', 'collar', 'neck', 'womens', 'top']"
