BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
stop,womens printed knee length casual wear kurta,"Size:XL,XX-Large",799.0,399.0,50.0,printed knee length casual wear kurta,blue,"['womens', 'printed', 'knee', 'length', 'casual', 'wear', 'kurta']"
infuse,printed satin round neck womens straight fit kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",999.0,399.0,60.0,straight fit kurta,pink,"['printed', 'satin', 'round', 'neck', 'womens', 'straight', 'fit', 'kurta']"
varanga,printed cotton round neck womens calf length kurta,"Size:Large,Medium,Small,X-Large,XX-Large",3599.0,1079.0,70.0,calf length kurta,black,"['printed', 'cotton', 'round', 'neck', 'womens', 'calf', 'length', 'kurta']"
neerus,floral cotton round neck womens a line kurta,Size:Medium,3299.0,2639.0,20.0,a line kurta,white,"['floral', 'cotton', 'round', 'neck', 'womens', 'line', 'kurta']"
haute curry,womens regular fit printed dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499.0,749.0,50.0,regular fit printed dress,natural,"['womens', 'regular', 'fit', 'printed', 'dress']"
indya,embellished silk v neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",1300.0,1040.0,20.0,top,yellow,"['embellished', 'silk', 'v', 'neck', 'womens', 'top']"
stop,printed cotton mandarin womens knee length kurta,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",899.0,629.0,30.0,knee length kurta,misty blue,"['printed', 'cotton', 'mandarin', 'womens', 'knee', 'length', 'kurta']"
varanga,embroidered round neck cotton womens ethnic set,"Size:Medium,Small,XX-Large",5999.0,2099.0,65.0,ethnic set,mustard,"['embroidered', 'round', 'neck', 'cotton', 'womens', 'ethnic', 'set']"
myshka,printed rayon collar neck womens regular kurta,"Size:Medium,Small,X-Large,XX-Large",1999.0,599.0,70.0,regular kurta,grey,"['printed', 'rayon', 'collar', 'neck', 'womens', 'regular', 'kurta']"
myshka,printed viscose round neck womens kurta palazzo set,",Medium,Small,X-Large,XX-Large",5499.0,1374.0,75.0,kurta palazzo set,yellow,"['printed', 'viscose', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
yuris,geometric v-neck cotton womens kurta set,"Size:Large,Small,XX-Large,XXX-Large",4299.0,1504.0,65.0,kurta set,multi,"['geometric', 'v-neck', 'cotton', 'womens', 'kurta', 'set']"
yuris,gotta patti round neck cotton womens kurta palazzo set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",3499.0,1399.0,60.0,kurta palazzo set,pink,"['gotta', 'patti', 'round', 'neck', 'cotton', 'womens', 'kurta', 'palazzo', 'set']"
infuse,embroidered chanderi mandarin womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999.0,999.0,50.0,kurta,blue,"['embroidered', 'chanderi', 'mandarin', 'womens', 'kurta']"
stop,embroidered rayon round neck womens regular tunic,"Size:XL,Large,Medium,Small,XX-Large",999.0,499.0,50.0,regular tunic,yellow,"['embroidered', 'rayon', 'round', 'neck', 'womens', 'regular', 'tunic']"
haute curry,printed rayon round neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,regular top,mauve,"['printed', 'rayon', 'round', 'neck', 'womens', 'regular', 'top']"
janasya,solid rayon round neck womens kurta palazzo set with dupatta,"Size:X-Small,XX-Large,XXX-Large",2999.0,1799.0,40.0,kurta palazzo set with dupatta,black,"['solid', 'rayon', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set', 'dupatta']"
infuse,solid straight fit cotton lycra womens casual wear pants,"Size:Medium,Small",899.0,449.0,50.0,casual wear pants,charcoal,"['solid', 'straight', 'fit', 'cotton', 'lycra', 'womens', 'casual', 'wear', 'pants']"
kami kubi,solid cotton flex round neck womens flared dress,"Size:Large,Medium,Small,X-Small",1999.0,899.0,55.0,flared dress,blue,"['solid', 'cotton', 'flex', 'round', 'neck', 'womens', 'flared', 'dress']"
kashish,embroidered viscose blend round neck womens flared kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3799.0,1899.0,50.0,flared kurta,natural,"['embroidered', 'viscose', 'blend', 'round', 'neck', 'womens', 'flared', 'kurta']"
biba,printed round neck a-line womens kurta,Size:38,2799.0,1399.0,50.0,kurta,blue,"['printed', 'round', 'neck', 'a-line', 'womens', 'kurta']"
infuse,embroidered chanderi round neck womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999.0,999.0,50.0,kurta,sky blue,"['embroidered', 'chanderi', 'round', 'neck', 'womens', 'kurta']"
varanga,embellished v-neck cotton womens flared kurta,"Size:Large,Medium,X-Small",7999.0,3199.0,60.0,flared kurta,seagreen,"['embellished', 'v-neck', 'cotton', 'womens', 'flared', 'kurta']"
ziyaa,printed round neck polyester womens salwar kurta and dupatta set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",3055.0,1374.0,55.0,salwar kurta and dupatta set,cream,"['printed', 'round', 'neck', 'polyester', 'womens', 'salwar', 'kurta', 'dupatta', 'set']"
ziyaa,printed mandarin rayon womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2507.0,1002.0,60.0,ethnic set,black,"['printed', 'mandarin', 'rayon', 'womens', 'ethnic', 'set']"
aurelia,solid cotton blend womens casual trousers,"Size:Large,Medium,Small,X-Large,XX-Large",999.0,699.0,30.0,casual trousers,yellow,"['solid', 'cotton', 'blend', 'womens', 'casual', 'trousers']"
aurelia,solid mandarin cotton blend womens above knee kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1049.0,629.0,40.0,above knee kurta,yellow,"['solid', 'mandarin', 'cotton', 'blend', 'womens', 'knee', 'kurta']"
janasya,floral rayon round neck womens kurta palazzo set,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2999.0,1049.0,65.0,kurta palazzo set,maroon,"['floral', 'rayon', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
myshka,printed cotton round neck womens kurta palazzo set,"Size:Large,Medium,Small,X-Large",2999.0,899.0,70.0,kurta palazzo set,pink,"['printed', 'cotton', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
biba,solid cotton round neck womens salwar kurta dupatta set,"Size:32,34,36,38,42",3999.0,2799.0,30.0,salwar kurta dupatta set,turquoise,"['solid', 'cotton', 'round', 'neck', 'womens', 'salwar', 'kurta', 'dupatta', 'set']"
kashish,embroidered viscose blend round neck womens straight fit kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599.0,799.0,50.0,straight fit kurta,pink,"['embroidered', 'viscose', 'blend', 'round', 'neck', 'womens', 'straight', 'fit', 'kurta']"
biba,printed rayon boat neck womens straight fit kurta,"Size:32,34,40,42",2299.0,1379.0,40.0,straight fit kurta,fuschia,"['printed', 'rayon', 'boat', 'neck', 'womens', 'straight', 'fit', 'kurta']"
global desi,womens regular fit solid tunic,"Size:XL,Large,Medium,Small,XX-Large",1999.0,599.0,70.0,regular fit solid tunic,mustard,"['womens', 'regular', 'fit', 'solid', 'tunic']"
biba,printed band collar straight fit womens kurta,"Size:32,34,36,38,40,42",2599.0,1559.0,40.0,kurta,green,"['printed', 'band', 'collar', 'straight', 'fit', 'womens', 'kurta']"
w,womens flared printed round neck dress,"Size:8,10,12,14,16,18",4999.0,2499.0,50.0,flared printed round neck dress,yellow,"['womens', 'flared', 'printed', 'round', 'neck', 'dress']"
haute curry,solid round neck regular womens tunics & tops,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",499.0,249.0,50.0,tunics & tops,grey,"['solid', 'round', 'neck', 'regular', 'womens', 'tunics', '&', 'tops']"
sanaa,printed blended round neck womens mid thigh length kurti,"Size:Large,Medium,Small,X-Large,XX-Large",1699.0,1189.0,30.0,mid thigh length kurti,blue,"['printed', 'blended', 'round', 'neck', 'womens', 'mid', 'thigh', 'length', 'kurti']"
indya,solid georgette regular fit womens saree,"Size:Large,Medium,Small,X-Large,X-Small",3200.0,2560.0,20.0,saree,green,"['solid', 'georgette', 'regular', 'fit', 'womens', 'saree']"
juniper,printed georgette v neck womens a line dress,"Size:Large,Medium,Small",3599.0,1439.0,60.0,a line dress,green,"['printed', 'georgette', 'v', 'neck', 'womens', 'line', 'dress']"
stop,printed mandarin collar straight fit womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799.0,399.0,50.0,kurta,blue,"['printed', 'mandarin', 'collar', 'straight', 'fit', 'womens', 'kurta']"
varanga,printed cotton round neck womens regular fit kurta,Size:X-Large,2199.0,659.0,70.0,regular fit kurta,red,"['printed', 'cotton', 'round', 'neck', 'womens', 'regular', 'fit', 'kurta']"
myshka,printed cotton round neck womens kurta palazzo set,"Size:Medium,Small,XX-Large",2999.0,749.0,75.0,kurta palazzo set,yellow,"['printed', 'cotton', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
haute curry,solid round neck regular womens tunics & tops,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,tunics & tops,mauve,"['solid', 'round', 'neck', 'regular', 'womens', 'tunics', '&', 'tops']"
haute curry,printed rayon round neck womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499.0,749.0,50.0,regular dress,red,"['printed', 'rayon', 'round', 'neck', 'womens', 'regular', 'dress']"
suti,printed cotton womens a line kurti,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1899.0,1519.0,20.0,a line kurti,red,"['printed', 'cotton', 'womens', 'line', 'kurti']"
kami kubi,textured cotton blend round neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1699.0,594.0,65.0,regular top,blue,"['textured', 'cotton', 'blend', 'round', 'neck', 'womens', 'regular', 'top']"
haute curry,printed rayon round neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,regular top,grey,"['printed', 'rayon', 'round', 'neck', 'womens', 'regular', 'top']"
juniper,mandarin collar cambric cotton flex womens ethnic set,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",4347.0,1738.0,60.0,ethnic set,pista green,"['mandarin', 'collar', 'cambric', 'cotton', 'flex', 'womens', 'ethnic', 'set']"
w,solid round neck straight womens kurta,Size:6,1999.0,999.0,50.0,kurta,natural,"['solid', 'round', 'neck', 'straight', 'womens', 'kurta']"
stop,boat neck womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large",1199.0,479.0,60.0,kurta,light blue,"['boat', 'neck', 'womens', 'kurta']"
yuris,motif cotton round neck womens salwar suit,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",4299.0,1504.0,65.0,salwar suit,multi,"['motif', 'cotton', 'round', 'neck', 'womens', 'salwar', 'suit']"
haute curry,womens rayon  flared skirt,"Size:Large/X-Large,Small/Medium",1499.0,749.0,50.0,rayon  flared skirt,navy,"['womens', 'rayon', 'flared', 'skirt']"
juniper,printed rayon round neck womens kurta palazzo set,"Size:Large,X-Large",3599.0,1799.0,50.0,kurta palazzo set,multi,"['printed', 'rayon', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
kashish,embroidered mandarian collar a-line fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799.0,899.0,50.0,kurta,grey,"['embroidered', 'mandarian', 'collar', 'a-line', 'fit', 'womens', 'kurta']"
stop,womens wide leg solid palazzo,Size:Small/Medium,999.0,399.0,60.0,wide leg solid palazzo,white,"['womens', 'wide', 'leg', 'solid', 'palazzo']"
janasya,floral cotton mandarin womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1999.0,799.0,60.0,kurta,cream,"['floral', 'cotton', 'mandarin', 'womens', 'kurta']"
stop,solid satin womens full length palazzos,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",999.0,399.0,60.0,full length palazzos,purple,"['solid', 'satin', 'womens', 'full', 'length', 'palazzos']"
sanaa,printed rayon mandarin womens mid thigh length kurti,"Size:Large,Medium,Small,X-Large,XX-Large",1599.0,1119.0,30.0,mid thigh length kurti,green,"['printed', 'rayon', 'mandarin', 'womens', 'mid', 'thigh', 'length', 'kurti']"
suti,printed rayon v neck womens straight kurti,"Size:Large,Medium,Small,X-Small",1299.0,1039.0,20.0,straight kurti,tomato,"['printed', 'rayon', 'v', 'neck', 'womens', 'straight', 'kurti']"
stop,printed round neck straight fit womens kurta,"Size:S,M,X-Small",999.0,499.0,50.0,kurta,off white,"['printed', 'round', 'neck', 'straight', 'fit', 'womens', 'kurta']"
myshka,printed rayon collar neck womens dress,",Medium,Small,X-Large,XX-Large",2999.0,749.0,75.0,dress,green,"['printed', 'rayon', 'collar', 'neck', 'womens', 'dress']"
aurelia,round neck cotton straight designer womens dresses,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2199.0,1539.0,30.0,dresses,grey,"['round', 'neck', 'cotton', 'straight', 'designer', 'womens', 'dresses']"
ziyaa,printed crepe collar neck womens straight kurta,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1643.0,575.0,65.0,straight kurta,black,"['printed', 'crepe', 'collar', 'neck', 'womens', 'straight', 'kurta']"
kashish,embroidered mandarian collar straight fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,799.0,50.0,kurta,grey,"['embroidered', 'mandarian', 'collar', 'straight', 'fit', 'womens', 'kurta']"
infuse,solid viscose blend mandarin neck womens a-line kurta,"Size:Small,X-Small",999.0,499.0,50.0,a-line kurta,lime green,"['solid', 'viscose', 'blend', 'mandarin', 'neck', 'womens', 'a-line', 'kurta']"
juniper,solid cotton round neck womens flared dress,"Size:Large,Medium,Small,X-Large",4099.0,1844.0,55.0,flared dress,pink,"['solid', 'cotton', 'round', 'neck', 'womens', 'flared', 'dress']"
sanaa,solid rayon tie up neck���� womens kurti,"Size:Large,Medium,Small,X-Large,XX-Large",1299.0,649.0,50.0,kurti,green,"['solid', 'rayon', 'tie', 'neck����', 'womens', 'kurti']"
myshka,printed cotton round neck womens regular kurta,"Size:Medium,Small",1999.0,399.0,80.0,regular kurta,green,"['printed', 'cotton', 'round', 'neck', 'womens', 'regular', 'kurta']"
infuse,printed v neck regular fit womens tunic,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799.0,899.0,50.0,tunic,multi,"['printed', 'v', 'neck', 'regular', 'fit', 'womens', 'tunic']"
global desi,womens regular fit floral kurta,"Size:XL,Large,Small,X-Small",1799.0,539.0,70.0,regular fit floral kurta,peach,"['womens', 'regular', 'fit', 'floral', 'kurta']"
haute curry,printed rayon round neck womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499.0,749.0,50.0,regular dress,navy,"['printed', 'rayon', 'round', 'neck', 'womens', 'regular', 'dress']"
stop,printed mandarin collar straight womens kurta,"Size:S,M,L,X-Small,XXX-Large",799.0,399.0,50.0,kurta,peach,"['printed', 'mandarin', 'collar', 'straight', 'womens', 'kurta']"
varanga,cotton womens ethnic palazzos,"Size:Large,Medium,Small,X-Large,XX-Large",1599.0,719.0,55.0,ethnic palazzos,white,"['cotton', 'womens', 'ethnic', 'palazzos']"
juniper,"womens black cotton flex wide leg palazzo with lacework, pockets and button closure","Size:Large,Medium,Small,X-Large,XX-Large",1299.0,779.0,40.0,"black cotton flex wide leg palazzo with lacework, pockets and button closure",black,"['womens', 'black', 'cotton', 'flex', 'wide', 'leg', 'palazzo', 'lacework,', 'pockets', 'button', 'closure']"
janasya,solid crepe round neck womens kurta palazzo set with dupatta,"Size:X-Large,XX-Large",2949.0,1179.0,60.0,kurta palazzo set with dupatta,navy,"['solid', 'crepe', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set', 'dupatta']"
indya,printed viscose womens regular kurta,"Size:X-Large,XX-Large",2100.0,1050.0,50.0,regular kurta,green,"['printed', 'viscose', 'womens', 'regular', 'kurta']"
biba,womens black cotton flax straight kurta,"Size:32,34,38",2999.0,1499.0,50.0,black cotton flax straight kurta,black,"['womens', 'black', 'cotton', 'flax', 'straight', 'kurta']"
kashish,embroidered viscose blend round neck womens straight kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599.0,799.0,50.0,straight kurta,natural,"['embroidered', 'viscose', 'blend', 'round', 'neck', 'womens', 'straight', 'kurta']"
kashish,embroidered mandarian collar straight fit womens kurta,"Size:Medium,Small,X-Small",1999.0,999.0,50.0,kurta,lime green,"['embroidered', 'mandarian', 'collar', 'straight', 'fit', 'womens', 'kurta']"
global desi,floral viscose round neck womens straight top,"Size:XL,Large,Medium,Small,X-Small,XX-Large",1699.0,1359.0,20.0,straight top,indigo,"['floral', 'viscose', 'round', 'neck', 'womens', 'straight', 'top']"
janasya,tie and dye v neck regular fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2199.0,1099.0,50.0,kurta,pink,"['tie', 'dye', 'v', 'neck', 'regular', 'fit', 'womens', 'kurta']"
yuris,floral round neck cotton womens kurta set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",3999.0,1399.0,65.0,kurta set,multi,"['floral', 'round', 'neck', 'cotton', 'womens', 'kurta', 'set']"
juniper,floral cambric mandarin collar womens flared kurta,"Size:Large,Small,X-Large,X-Small,XX-Large",2499.0,999.0,60.0,flared kurta,natural,"['floral', 'cambric', 'mandarin', 'collar', 'womens', 'flared', 'kurta']"
varanga,printed cotton round neck womens calf length kurta,"Size:Large,Medium,Small,X-Large,XX-Large",2799.0,699.0,75.0,calf length kurta,black,"['printed', 'cotton', 'round', 'neck', 'womens', 'calf', 'length', 'kurta']"
indya,solid silk square neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1300.0,1040.0,20.0,regular top,blue,"['solid', 'silk', 'square', 'neck', 'womens', 'regular', 'top']"
stop,womens embroidered calf length casual wear kurta,"Size:S,M,L,X-Large,X-Small,XX-Large",1299.0,649.0,50.0,embroidered calf length casual wear kurta,red,"['womens', 'embroidered', 'calf', 'length', 'casual', 'wear', 'kurta']"
myshka,solid v neck womens kurti,",Medium,Small,X-Large,XX-Large",5999.0,1199.0,80.0,kurti,green,"['solid', 'v', 'neck', 'womens', 'kurti']"
stop,embroidered round neck straight fit womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large",799.0,399.0,50.0,kurta,mustard,"['embroidered', 'round', 'neck', 'straight', 'fit', 'womens', 'kurta']"
infuse,embroidered polyester womens full length palazzos,"Size:2XL/3XL,Large/X-Large,Small/Medium",1399.0,419.0,70.0,full length palazzos,navy,"['embroidered', 'polyester', 'womens', 'full', 'length', 'palazzos']"
kashish,embroidered mandarian collar straight fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999.0,999.0,50.0,kurta,yellow,"['embroidered', 'mandarian', 'collar', 'straight', 'fit', 'womens', 'kurta']"
juniper,embroidered mandarin rayon womens peplum tunic dhoti set,"Size:Large,Medium,Small",2999.0,1799.0,40.0,peplum tunic dhoti set,cream,"['embroidered', 'mandarin', 'rayon', 'womens', 'peplum', 'tunic', 'dhoti', 'set']"
varanga,viscose rayon womens casual trousers,"Size:Medium,Small,XX-Large",1999.0,799.0,60.0,casual trousers,white,"['viscose', 'rayon', 'womens', 'casual', 'trousers']"
myshka,solid cotton round neck womens kurta palazzo set,"Size:X-Large,XX-Large",3999.0,1199.0,70.0,kurta palazzo set,purple,"['solid', 'cotton', 'round', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
myshka,printed cotton blend v neck womens regular kurta,"Size:Large,Medium,Small,X-Large,XX-Large",4999.0,1249.0,75.0,regular kurta,pink,"['printed', 'cotton', 'blend', 'v', 'neck', 'womens', 'regular', 'kurta']"
myshka,solid silk v neck womens regular casual dress,"Size:Large,Medium,Small,X-Large,XX-Large",5999.0,1499.0,75.0,regular casual dress,navy,"['solid', 'silk', 'v', 'neck', 'womens', 'regular', 'casual', 'dress']"
juniper,printed chiffon halter neck womens straight kurta,"Size:Medium,XX-Large",1699.0,1019.0,40.0,straight kurta,black,"['printed', 'chiffon', 'halter', 'neck', 'womens', 'straight', 'kurta']"
varanga,womens tie and dye skirts,"Size:Large,Medium,Small,X-Large,XX-Large",1999.0,999.0,50.0,tie and dye skirts,pink,"['womens', 'tie', 'dye', 'skirts']"
infuse,fitted full length cotton lycra womens churidar,"Size:Large,Small,X-Large,XX-Large",499.0,299.0,40.0,churidar,navy,"['fitted', 'full', 'length', 'cotton', 'lycra', 'womens', 'churidar']"
kashish,printed mandarian collar straight fit womens kurta,"Size:Medium,Small,X-Large,X-Small",1999.0,999.0,50.0,kurta,navy,"['printed', 'mandarian', 'collar', 'straight', 'fit', 'womens', 'kurta']"
aurelia,round neck rayon womens below knee kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1609.0,30.0,below knee kurta,pink,"['round', 'neck', 'rayon', 'womens', 'knee', 'kurta']"
stop,embroidered cotton round neck womens knee length kurta set of 2,"Size:S,M,L,X-Large,X-Small,XX-Large",999.0,499.0,50.0,knee length kurta set of 2,multi,"['embroidered', 'cotton', 'round', 'neck', 'womens', 'knee', 'length', 'kurta', 'set', '2']"
biba,yarn dyed polyester v neck womens ethnic set,"Size:36,38",3599.0,2159.0,40.0,ethnic set,navy,"['yarn', 'dyed', 'polyester', 'v', 'neck', 'womens', 'ethnic', 'set']"
juniper,printed mandarin rayon womens ethnic set,"Size:Large,Medium,Small,X-Large,X-Small",3299.0,1649.0,50.0,ethnic set,black,"['printed', 'mandarin', 'rayon', 'womens', 'ethnic', 'set']"
varanga,printed round neck cotton womens ethnic set,"Size:Medium,Small",4999.0,1499.0,70.0,ethnic set,black,"['printed', 'round', 'neck', 'cotton', 'womens', 'ethnic', 'set']"
indya,embroidered georgette round neck womens regular tunic,"Size:Large,Small,X-Small",3200.0,1600.0,50.0,regular tunic,pink,"['embroidered', 'georgette', 'round', 'neck', 'womens', 'regular', 'tunic']"
haute curry,yary dyed cotton womens casual gather dress,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,casual gather dress,red,"['yary', 'dyed', 'cotton', 'womens', 'casual', 'gather', 'dress']"
myshka,printed cotton womens regular length palazzo,"Size:Large,Medium,Small,X-Large,XX-Large",1399.0,419.0,70.0,regular length palazzo,green,"['printed', 'cotton', 'womens', 'regular', 'length', 'palazzo']"
haute curry,solid rayon womens casual tier dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1499.0,749.0,50.0,casual tier dress,natural,"['solid', 'rayon', 'womens', 'casual', 'tier', 'dress']"
juniper,printed georgette v neck womens flared dress,"Size:Large,Medium,X-Large",2699.0,1619.0,40.0,flared dress,blue,"['printed', 'georgette', 'v', 'neck', 'womens', 'flared', 'dress']"
w,solid rayon flax round neck womens straight kurta,"Size:6,8,10,12,14,16,18",2299.0,1724.0,25.0,straight kurta,blue,"['solid', 'rayon', 'flax', 'round', 'neck', 'womens', 'straight', 'kurta']"
yuris,ethnic motifs cotton v neck womens kurta set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",3999.0,1399.0,65.0,kurta set,sea green,"['ethnic', 'motifs', 'cotton', 'v', 'neck', 'womens', 'kurta', 'set']"
global desi,womens a-line floral kurta,"Size:Large,Medium,Small,XX-Large",1999.0,599.0,70.0,a-line floral kurta,pink,"['womens', 'a-line', 'floral', 'kurta']"
varanga,mandarin collar womens kurta,"Size:Large,Medium,Small,X-Large,XX-Large",3099.0,1394.0,55.0,kurta,off white,"['mandarin', 'collar', 'womens', 'kurta']"
janasya,embroidered round neck regular fit womens tunic,"Size:Small,X-Small",1729.0,778.0,55.0,tunic,blue,"['embroidered', 'round', 'neck', 'regular', 'fit', 'womens', 'tunic']"
haute curry,womens cotton mandarin collar straight fit tops & tunics,"Size:Large,Medium,Small,X-Small",899.0,449.0,50.0,cotton mandarin collar straight fit tops & tunics,lime green,"['womens', 'cotton', 'mandarin', 'collar', 'straight', 'fit', 'tops', '&', 'tunics']"
indya,embroidered regular fit georgette womens ethnic skirt,"Size:Small,X-Large",3600.0,1800.0,50.0,ethnic skirt,pink,"['embroidered', 'regular', 'fit', 'georgette', 'womens', 'ethnic', 'skirt']"
haute curry,regular fit ankle length flex womens casual pants,"Size:Large,Medium,Small,X-Large",899.0,449.0,50.0,casual pants,coral,"['regular', 'fit', 'ankle', 'length', 'flex', 'womens', 'casual', 'pants']"
biba,solid band collar cotton womens kurta palazzo,"Size:32,34,36,38,40,42",3999.0,2799.0,30.0,kurta palazzo,multi,"['solid', 'band', 'collar', 'cotton', 'womens', 'kurta', 'palazzo']"
stop,full length cotton lycra knitted womens churidar,"Size:S,M,L,X-Large,XX-Large",499.0,349.0,30.0,churidar,grey,"['full', 'length', 'cotton', 'lycra', 'knitted', 'womens', 'churidar']"
ziyaa,printed mandarin crepe womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1616.0,727.0,55.0,ethnic set,black,"['printed', 'mandarin', 'crepe', 'womens', 'ethnic', 'set']"
indya,geometric viscose off shoulder womens maxi dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2600.0,1300.0,50.0,maxi dress,blue,"['geometric', 'viscose', 'shoulder', 'womens', 'maxi', 'dress']"
ziyaa,floral round neck polyester womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2137.0,961.0,55.0,ethnic set,cream,"['floral', 'round', 'neck', 'polyester', 'womens', 'ethnic', 'set']"
janasya,solid silk round neck womens salwar suit,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2269.0,1134.0,50.0,salwar suit,peach,"['solid', 'silk', 'round', 'neck', 'womens', 'salwar', 'suit']"
yuris,motif cotton round neck womens salwar suit,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",4299.0,1504.0,65.0,salwar suit,multi,"['motif', 'cotton', 'round', 'neck', 'womens', 'salwar', 'suit']"
yuris,floral mandarin cotton womens regular fit midi dress,"Size:Medium,Small",1399.0,699.0,50.0,regular fit midi dress,multi,"['floral', 'mandarin', 'cotton', 'womens', 'regular', 'fit', 'midi', 'dress']"
varanga,embroidered round neck silk blend womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large",4999.0,1749.0,65.0,ethnic set,peacock,"['embroidered', 'round', 'neck', 'silk', 'blend', 'womens', 'ethnic', 'set']"
stop,printed cotton mandarin womens knee length kurta,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799.0,399.0,50.0,knee length kurta,grey,"['printed', 'cotton', 'mandarin', 'womens', 'knee', 'length', 'kurta']"
haute curry,printed rayon round neck womens straight flared top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",699.0,349.0,50.0,straight flared top,rust,"['printed', 'rayon', 'round', 'neck', 'womens', 'straight', 'flared', 'top']"
stop,printed mandarin collar a-line womens kurta,"Size:S,M,L,X-Large,X-Small",999.0,499.0,50.0,kurta,coral,"['printed', 'mandarin', 'collar', 'a-line', 'womens', 'kurta']"
juniper,woven design cotton dobby mandarin womens a line dress,"Size:Small,XX-Large",2899.0,1449.0,50.0,a line dress,green,"['woven', 'design', 'cotton', 'dobby', 'mandarin', 'womens', 'line', 'dress']"
stop,solid round neck straight fit womens kurta,"Size:S,M,L,X-Large,X-Small",799.0,399.0,50.0,kurta,ltgrey,"['solid', 'round', 'neck', 'straight', 'fit', 'womens', 'kurta']"
biba,womens light blue viscose kurta dress,"Size:34,36,38,42",2999.0,1499.0,50.0,light blue viscose kurta dress,light blue,"['womens', 'light', 'blue', 'viscose', 'kurta', 'dress']"
juniper,printed round neck georgette womens flared dress,"Size:Large,Medium,Small,X-Large",3299.0,1649.0,50.0,flared dress,mustard,"['printed', 'round', 'neck', 'georgette', 'womens', 'flared', 'dress']"
